Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
very-short,moderate,overwhelming,many,widespread response,centralized
very-short,moderate,overwhelming,many,widespread response,moderately distributed
very-short,moderate,overwhelming,many,widespread response,highly distributed
very-short,moderate,overwhelming,many,broad response,centralized
very-short,moderate,overwhelming,many,broad response,moderately distributed
very-short,moderate,overwhelming,many,broad response,highly distributed
very-short,moderate,overwhelming,many,complete response,centralized
very-short,moderate,overwhelming,many,complete response,moderately distributed
very-short,moderate,overwhelming,many,complete response,highly distributed
very-short,moderate,overwhelming,broad sweep,no response,centralized
very-short,moderate,overwhelming,broad sweep,no response,moderately distributed
very-short,moderate,overwhelming,broad sweep,no response,highly distributed
very-short,moderate,overwhelming,broad sweep,minimal response,centralized
very-short,moderate,overwhelming,broad sweep,minimal response,moderately distributed
very-short,moderate,overwhelming,broad sweep,minimal response,highly distributed
very-short,moderate,overwhelming,broad sweep,partial response,centralized
very-short,moderate,overwhelming,broad sweep,partial response,moderately distributed
very-short,moderate,overwhelming,broad sweep,partial response,highly distributed
very-short,moderate,overwhelming,broad sweep,widespread response,centralized
very-short,moderate,overwhelming,broad sweep,widespread response,moderately distributed
very-short,moderate,overwhelming,broad sweep,widespread response,highly distributed
very-short,moderate,overwhelming,broad sweep,broad response,centralized
very-short,moderate,overwhelming,broad sweep,broad response,moderately distributed
very-short,moderate,overwhelming,broad sweep,broad response,highly distributed
very-short,moderate,overwhelming,broad sweep,complete response,centralized
very-short,moderate,overwhelming,broad sweep,complete response,moderately distributed
very-short,moderate,overwhelming,broad sweep,complete response,highly distributed
very-short,high,minimal,a few,no response,centralized
very-short,high,minimal,a few,no response,moderately distributed
very-short,high,minimal,a few,no response,highly distributed
very-short,high,minimal,a few,minimal response,centralized
very-short,high,minimal,a few,minimal response,moderately distributed
very-short,high,minimal,a few,minimal response,highly distributed
very-short,high,minimal,a few,partial response,centralized
very-short,high,minimal,a few,partial response,moderately distributed
very-short,high,minimal,a few,partial response,highly distributed
very-short,high,minimal,a few,widespread response,centralized
very-short,high,minimal,a few,widespread response,moderately distributed
very-short,high,minimal,a few,widespread response,highly distributed
very-short,high,minimal,a few,broad response,centralized
very-short,high,minimal,a few,broad response,moderately distributed
very-short,high,minimal,a few,broad response,highly distributed
very-short,high,minimal,a few,complete response,centralized
very-short,high,minimal,a few,complete response,moderately distributed
very-short,high,minimal,a few,complete response,highly distributed
very-short,high,minimal,several,no response,centralized
very-short,high,minimal,several,no response,moderately distributed
very-short,high,minimal,several,no response,highly distributed
very-short,high,minimal,several,minimal response,centralized
very-short,high,minimal,several,minimal response,moderately distributed
very-short,high,minimal,several,minimal response,highly distributed
very-short,high,minimal,several,partial response,centralized
very-short,high,minimal,several,partial response,moderately distributed
very-short,high,minimal,several,partial response,highly distributed
very-short,high,minimal,several,widespread response,centralized
very-short,high,minimal,several,widespread response,moderately distributed
very-short,high,minimal,several,widespread response,highly distributed
very-short,high,minimal,several,broad response,centralized
very-short,high,minimal,several,broad response,moderately distributed
very-short,high,minimal,several,broad response,highly distributed
very-short,high,minimal,several,complete response,centralized
very-short,high,minimal,several,complete response,moderately distributed
very-short,high,minimal,several,complete response,highly distributed
very-short,high,minimal,many,no response,centralized
very-short,high,minimal,many,no response,moderately distributed
very-short,high,minimal,many,no response,highly distributed
very-short,high,minimal,many,minimal response,centralized
very-short,high,minimal,many,minimal response,moderately distributed
very-short,high,minimal,many,minimal response,highly distributed
very-short,high,minimal,many,partial response,centralized
very-short,high,minimal,many,partial response,moderately distributed
